ID,BillingType,Status,Category,DateAdd,LastOnline,MrrTotal,Quantity,ServicesStart Date,ServicesEnd Date,ServicesStatus,ServiceName,Price,Locations
16074,recurring,active,person,2022-08-22,2022-11-11T00:49:42,22285.7142,1,2021-08-31,,stopped,LK-BI-Global-50,3250,PYAY-CITY-FTTH
16075,recurring,active,person,2022-08-22,2022-11-11T00:45:12,149000,1,2021-08-31,,stopped,LK-BI-Global-50,3250,APN - The Leaf
16076,recurring,active,person,2022-08-22,2022-11-10T15:59:59,38571.4285,1,2021-08-31,,stopped,LK-BI-Global-50,3250,MDY - APN - Chan Aye Thar San
16077,recurring,active,person,2022-08-23,2022-11-11T00:45:57,35000,1,2021-09-24,2022-03-09,disabled,FTTH 15,26000,APN - Golden City
16078,recurring,active,person,2022-08-23,2022-11-11T00:45:56,35000,1,2021-08-31,,stopped,LK-BI-Global-200,8000,APN - Golden City
16079,recurring,disabled,person,2022-08-23,2022-08-25T14:32:42,0,1,2021-09-30,,hidden,FTTH 15,26000,APN - ERC
16080,recurring,active,person,2022-08-23,2022-11-11T00:45:56,45000,1,2021-08-31,2021-09-29,disabled,LK-BI-Global-100,5500,APN - Pearl 
16081,recurring,active,person,2022-08-23,2022-11-11T00:43:30,35000,1,2021-08-31,,stopped,LK-BI-HK-100,18000,MIH - Time Square
16082,recurring,active,person,2022-08-23,2022-11-11T00:43:25,30000,1,2021-08-31,,stopped,LK-BI-Global-100,5500,MIH - Sevilla (Bahan)
16084,recurring,active,person,2022-08-23,2022-11-11T00:00:10,26000,1,2021-09-01,2021-09-29,disabled,FTTH 15,26000,MDY - APN - Mahar Aung Myay
16085,recurring,active,person,2022-08-23,2022-11-11T00:42:23,30000,1,2021-09-01,2021-11-30,disabled,FTTH 25,42000,APN - AYCT
16086,recurring,active,person,2022-08-23,2022-11-11T00:49:33,26000,1,2021-09-01,2022-06-30,disabled,FTTH 20,26000,PYAY-CITY-FTTH
16087,recurring,active,person,2022-08-23,2022-11-11T00:00:09,19500,1,2021-09-01,2021-12-31,disabled,FTTH 15,26000,MDY - APN - Chan Aye Thar San
16090,recurring,active,person,2022-08-24,2022-11-11T00:49:41,26000,1,2022-01-27,2022-07-30,disabled,FTTH 20,26000,PYAY-CITY-FTTH
16092,recurring,blocked,person,2022-08-24,2022-11-11T00:49:35,26000,1,2021-10-16,2021-10-31,hidden,FTTH 15,26000,MDY - APN - Pyi Gyi Ta Gon
16095,recurring,active,person,2022-08-24,2022-11-11T00:45:57,35000,1,2021-10-01,,active,FTTH 15,26000,APN - Golden City
16096,recurring,disabled,person,2022-08-24,,0,1,2021-10-01,,active,FTTH 15,26000,APN - Skysuites
16097,recurring,disabled,person,2022-08-24,,0,1,2021-10-01,,active,FTTH 15,26000,MIH - Thingangyun
16098,recurring,active,person,2022-08-24,2022-11-10T13:33:36,26000,1,2021-09-07,2021-09-30,disabled,FTTH 100,119000,MDY - APN - Chan Aye Thar San
16099,recurring,disabled,person,2022-08-25,,0,1,2021-10-16,,active,FTTH 15,26000,Uni - Thingangyun
16101,recurring,active,person,2022-08-25,2022-11-11T00:45:57,38571.4285,1,2021-09-01,,hidden,FTTH 20,26000,APN - Golden City
16103,recurring,blocked,person,2022-08-25,2022-11-11T00:49:39,26000,1,2021-09-16,,active,FTTH 15,26000,PYAY-CITY-FTTH
16105,recurring,blocked,person,2022-08-25,2022-09-19T08:40:07,35000,1,2021-10-01,2022-05-31,disabled,FTTH 15,26000,APN - Pearl 
16106,recurring,active,person,2022-08-25,2022-11-11T00:49:40,26000,1,2021-09-01,2022-02-09,disabled,FTTH 20,26000,PYAY-CITY-FTTH
16108,recurring,active,person,2022-08-25,2022-11-11T00:45:57,38571.4285,1,2021-09-01,2022-05-31,disabled,FTTH 25,42000,APN - Golden City
16109,recurring,active,person,2022-08-25,2022-11-11T00:42:23,38571.4285,1,2021-10-01,,active,FTTH 15,26000,Uni - Tamwe
16110,recurring,active,person,2022-08-26,2022-11-10T16:31:16,35000,1,2021-10-01,2021-10-31,disabled,FTTH 20,26000,APN - The Leaf
16111,recurring,disabled,person,2022-08-26,,0,1,2021-10-01,2021-10-31,hidden,FTTH 15,26000,Uni - Mingalartaungnyunt
16112,recurring,active,person,2022-08-26,2022-11-11T00:42:23,30000,1,2021-10-16,2022-03-10,hidden,FTTH 15,26000,APN - AYCT
16113,recurring,active,person,2022-08-27,2022-11-10T17:57:03,45000,1,2021-09-15,2021-09-30,disabled,FTTH 30,42000,APN - Golden City
16114,recurring,active,person,2022-08-26,2022-11-10T20:02:26,26000,1,2021-10-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
16115,recurring,active,person,2022-08-26,2022-11-10T21:02:03,55000,1,2021-12-23,,active,FTTH 15,26000,APN - ERC
16117,recurring,active,person,2022-08-26,2022-11-11T00:49:47,26000,1,2021-10-01,2022-07-31,disabled,FTTH 20,26000,PYAY-CITY-FTTH
16118,recurring,active,person,2022-08-26,2022-11-10T17:59:41,19500,1,2021-09-01,,active,FTTH 15,26000,MDY - APN - Chan Aye Thar San
16119,recurring,disabled,person,2022-08-26,2022-10-25T13:09:04,0,1,2021-09-01,2022-05-31,disabled,FTTH 25,42000,MDY - APN - Mahar Aung Myay
16120,recurring,active,person,2022-08-27,2022-11-11T00:42:24,30000,1,2021-09-01,2022-04-30,disabled,FTTH 20,26000,APN - AYCT
16122,recurring,active,person,2022-08-27,2022-11-10T20:02:08,30000,1,2021-08-01,,active,FTTH 20,26000,MDY - APN - Chan Aye Thar San
16126,recurring,blocked,person,2022-08-27,2022-11-11T00:51:20,35000,1,2021-09-01,2022-05-31,disabled,FTTH 15,26000,APN - Samanea
16127,recurring,active,person,2022-08-27,2022-11-10T23:51:06,26000,1,2021-10-01,,active,FTTH 15,26000,MDY - APN - Chan Mya Thar Si
16128,recurring,active,person,2022-08-27,2022-11-11T00:45:15,93428.5714,1,2021-10-16,,active,FTTH 15,26000,APN - The Leaf
16129,recurring,active,person,2022-08-28,2022-11-10T23:43:32,35000,1,2021-09-01,,active,FTTH 20,26000,Uni - Mingalartaungnyunt
16131,recurring,blocked,person,2022-08-28,2022-11-11T00:47:26,35000,1,2021-09-16,,active,FTTH 15,26000,Uni - Kyauktada
16133,recurring,active,person,2022-08-29,2022-11-10T10:24:28,38571.4285,1,2021-09-01,2021-11-30,disabled,FTTH 15,26000,MDY - APN - Aung Myay Thar San
16134,recurring,disabled,person,2022-08-29,,0,1,2021-09-10,2022-03-31,hidden,FTTH 25,42000,MBT - Kanbae
16136,recurring,active,person,2022-08-29,2022-11-11T00:46:37,35000,1,2021-10-01,2022-06-30,hidden,FTTH 15,26000,APN - Paragon
16137,recurring,active,person,2022-08-29,2022-11-11T00:49:35,30000,1,2021-10-01,2021-12-31,disabled,FTTH 15,26000,PYAY-CITY-FTTH
16138,recurring,active,person,2022-08-29,2022-11-11T00:49:33,26000,1,2021-09-16,,active,FTTH 15,26000,PYAY-CITY-FTTH
16139,recurring,disabled,person,2022-08-30,,0,1,2021-10-01,2021-10-31,disabled,FTTH 25,42000,Uni - Pabaedan
16140,recurring,active,person,2022-08-29,2022-11-11T00:43:29,149000,1,2021-02-01,,hidden,FTTH 30,42000,MIH - Kamayut
16141,recurring,active,person,2022-08-30,2022-11-11T00:42:23,35000,1,2021-09-01,2022-01-31,disabled,FTTH 20,26000,APN - AYCT
16142,recurring,active,person,2022-08-30,2022-11-10T19:48:23,26000,1,2021-10-16,,active,FTTH 15,26000,MDY - APN - Aung Myay Thar San
16143,recurring,active,person,2022-08-30,2022-11-11T00:49:40,26000,1,2021-10-01,2021-12-31,disabled,FTTH 15,26000,PYAY-CITY-FTTH
16144,recurring,active,person,2022-08-30,2022-11-11T00:42:16,30000,1,2021-10-01,2021-10-31,disabled,FTTH 15,26000,Uni - South Oakkala
16145,recurring,active,person,2022-08-30,2022-11-11T00:49:31,26000,1,2021-09-14,,active,FTTH 15,26000,PYAY-CITY-FTTH
16146,recurring,active,person,2022-08-30,2022-11-11T00:43:22,30000,1,2021-10-01,2021-10-31,disabled,FTTH 15,26000,MIH - Sevilla (Bahan)
16148,recurring,active,person,2022-08-30,2022-11-11T00:49:45,26000,1,2021-10-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
16149,recurring,active,person,2022-08-31,2022-11-11T00:42:24,35000,1,2021-09-13,2021-09-30,disabled,FTTH 20,26000,APN - AYCT
16150,recurring,active,person,2022-08-30,2022-11-11T00:49:47,26000,1,2021-09-01,2022-12-31,active,FTTH 20,26000,PYAY-CITY-FTTH
16152,recurring,active,person,2022-08-30,2022-11-11T00:49:53,26000,1,2021-09-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
16153,recurring,active,person,2022-08-30,2022-11-11T00:49:41,26000,1,2021-11-19,,active,FTTH 15,26000,PYAY-CITY-FTTH
16154,recurring,active,person,2022-08-30,2022-11-10T22:42:03,149000,1,2021-10-08,,active,FTTH 15,26000,APN - Golden City
16155,recurring,active,person,2022-08-30,2022-11-11T00:43:27,55000,1,2021-09-01,2022-06-30,disabled,FTTH 20,26000,MIH - Time Square
16156,recurring,active,person,2022-08-30,2022-11-11T00:43:29,35000,1,2021-09-01,,hidden,FTTH 15,26000,MIH - Kamayut
16158,recurring,active,person,2022-08-31,2022-11-10T16:58:48,26000,1,2021-10-05,,active,FTTH 15,26000,MDY - APN - Chan Aye Thar San
16159,recurring,active,person,2022-08-31,2022-11-10T15:27:24,30000,1,2021-10-01,2022-06-10,hidden,FTTH 15,26000,MDY - APN - Chan Aye Thar San
16160,recurring,active,person,2022-08-31,2022-11-11T00:45:57,30000,1,2021-10-01,2022-07-31,disabled,FTTH 20,26000,APN - Yankin
16162,recurring,active,person,2022-08-09,2022-11-10T18:20:06,35000,1,2021-10-01,,active,FTTH 20,26000,APN - San Chaung Garden
16163,recurring,blocked,person,2022-08-31,2022-11-11T00:49:29,26000,1,2021-10-01,,active,FTTH 15,26000,MDY - APN - Chan Aye Thar San
16164,recurring,active,person,2022-09-01,2022-11-11T00:45:15,47142.8571,1,2021-10-01,,active,FTTH 15,26000,APN - Diamond Inya
16165,recurring,active,person,2022-08-31,2022-11-10T10:41:39,35000,1,2021-10-01,,active,FTTH 15,26000,MIH - Kamayut
16166,recurring,active,person,2022-08-31,2022-11-11T00:49:41,35000,1,2021-10-01,2021-12-31,hidden,FTTH 15,26000,PYAY-CITY-FTTH
16167,recurring,active,person,2022-08-31,2022-11-11T00:46:37,30000,1,2021-10-16,,active,FTTH 15,26000,APN - Sanchaung
16168,recurring,active,person,2022-09-01,2022-11-11T00:46:37,38571.4285,1,2021-10-01,,active,FTTH 15,26000,APN - San Chaung Garden
16170,recurring,active,person,2022-09-01,2022-11-11T00:45:15,28000,1,2021-07-01,2021-11-30,disabled,FTTH 20,26000,APN - Maharswe
16171,recurring,active,person,2022-09-01,2022-11-11T00:49:38,22285.7142,1,2021-09-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
16172,recurring,active,person,2022-09-01,2022-11-11T00:45:12,38571.4285,1,2021-09-01,,stopped,FTTH 15,26000,APN - The Leaf
16174,recurring,active,person,2022-09-01,2022-11-11T00:49:42,26000,1,2021-10-01,2022-05-10,hidden,FTTH 15,26000,PYAY-CITY-FTTH
16175,recurring,active,person,2022-09-01,2022-11-11T00:45:57,45000,1,2021-10-16,,active,FTTH 15,26000,APN - Skysuites
16176,recurring,active,person,2022-09-01,2022-11-11T00:47:50,35000,1,2021-09-03,,hidden,FTTH 20,26000,MIH - Tamwe
16179,recurring,active,person,2022-09-01,2022-11-10T17:58:33,26000,1,2021-09-16,,active,FTTH 15,26000,MDY - APN - Chan Mya Thar Si
16180,recurring,blocked,person,2022-09-01,2022-11-11T00:48:50,26000,1,2021-09-16,2021-09-30,disabled,FTTH 20,26000,MDY - APN - Chan Aye Thar San
16181,recurring,blocked,person,2022-09-01,2022-11-11T00:00:08,35000,1,2021-09-10,,active,FTTH 15,26000,MDY - APN - Mahar Aung Myay
16182,recurring,active,person,2022-09-02,2022-11-11T00:49:40,26000,1,2021-09-03,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
16184,recurring,blocked,person,2022-09-02,2022-11-11T00:49:42,26000,1,2021-10-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
16185,recurring,blocked,person,2022-09-02,2022-11-11T00:49:55,26000,1,2021-09-10,2021-09-30,disabled,FTTH 20,26000,MDY - APN - Chan Mya Thar Si
16186,recurring,active,person,2022-09-02,2022-11-11T00:42:20,22285.7142,1,2021-09-03,,hidden,FTTH 15,26000,APN - Samanea
16187,recurring,blocked,person,2022-09-02,2022-11-11T00:49:33,26000,1,2021-09-11,2021-09-30,disabled,FTTH 20,26000,PYAY-CITY-FTTH
16188,recurring,new,person,2022-09-02,,0,1,2021-10-02,2022-01-01,disabled,LK-BI-Global-100,5500,MIH - Kamayut
16192,recurring,active,person,2022-09-02,2022-11-09T07:16:04,8000,1,2021-09-13,2021-12-13,disabled,LK-BI-Global-100,5500,LAOKAI-FTTH
16193,recurring,active,person,2022-09-02,2022-11-09T07:15:04,5500,1,2021-09-01,,active,FTTH 20,26000,LAOKAI-FTTH
16194,recurring,active,person,2022-09-02,2022-11-11T00:45:56,30000,1,2021-09-03,,disabled,FTTH 15,26000,APN - Shwe Ohn Pin (2)
16195,recurring,active,person,2022-09-03,2022-11-10T14:27:51,35000,1,2021-10-01,2021-10-01,hidden,FTTH 15,26000,APN - Pearl 
16196,recurring,active,person,2022-09-03,2022-11-10T16:26:03,19500,1,2021-09-03,,hidden,FTTH 15,26000,MDY - APN - Chan Mya Thar Si
16197,recurring,active,person,2022-09-03,2022-11-10T10:24:31,19500,1,2021-09-03,,disabled,FTTH 15,26000,MDY - APN - Chan Aye Thar San
16198,recurring,blocked,person,2022-09-03,2022-11-11T00:49:04,35000,1,2021-09-03,2022-11-01,hidden,FTTH 15,26000,MDY - APN - Mahar Aung Myay
16199,recurring,active,person,2022-09-03,2022-11-10T18:20:46,26000,1,2021-09-01,,hidden,FTTH 15,26000,MDY - APN - Chan Mya Thar Si
16200,recurring,active,person,2022-09-04,2022-11-11T00:45:55,30000,1,2021-09-01,,active,FTTH 20,26000,APN - Park View 
16201,recurring,active,person,2022-09-04,2022-11-11T00:49:57,26000,1,2021-09-04,2022-02-27,disabled,LK-BI-Global-100,5500,PYAY-CITY-FTTH
16202,recurring,active,person,2022-09-04,2022-11-10T08:42:02,7000,1,2021-09-09,2021-12-12,disabled,LK-BI-Global-200,8000,LAOKAI-FTTH
16203,recurring,active,person,2022-09-05,2022-11-10T17:27:49,55000,1,2021-09-09,2021-12-12,disabled,LK-BI-Global-200,8000,MDY - APN - Chan Mya Thar Si
16205,recurring,active,person,2022-09-05,2022-11-11T00:42:20,35000,1,2021-09-01,2021-11-10,hidden,FTTH 25,42000,APN - Dagonseikkan
16206,recurring,active,person,2022-09-05,2022-11-10T17:36:39,47142.8571,1,2021-09-01,2022-01-31,disabled,FTTH 30,42000,APN - Samanea
16207,recurring,active,person,2022-09-05,2022-11-11T00:49:37,26000,1,2021-09-01,2022-01-31,disabled,FTTH 20,26000,PYAY-CITY-FTTH
16208,recurring,blocked,person,2022-09-05,2022-11-11T00:49:33,26000,1,2021-10-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
16209,recurring,active,person,2022-09-05,2022-11-10T17:37:44,19500,1,2021-10-16,2022-06-30,hidden,FTTH 15,26000,MDY - APN - Aung Myay Thar San
16212,recurring,blocked,person,2022-09-05,2022-11-11T00:49:39,26000,1,2021-10-16,,active,FTTH 15,26000,PYAY-CITY-FTTH
16214,recurring,active,person,2022-09-05,2022-11-11T00:42:19,35000,1,2021-09-07,2021-09-30,disabled,FTTH 20,26000,APN - Dagonseikkan
16215,recurring,blocked,person,2022-09-05,2022-11-11T00:49:52,35000,1,2021-09-06,,disabled,FTTH 20,26000,PYAY-CITY-FTTH
16216,recurring,active,person,2022-09-05,2022-11-11T00:45:57,38571.4285,1,2021-09-06,,hidden,FTTH 15,26000,APN - Park View 
16217,recurring,active,person,2022-09-05,2022-11-11T00:45:57,30000,1,2021-09-13,2022-07-31,hidden,FTTH 15,26000,APN - Park View 
16218,recurring,disabled,person,2022-09-05,,0,1,2021-10-07,,active,FTTH 15,26000,APN - Yan Aye 
16220,recurring,active,person,2022-09-05,2022-11-11T00:43:24,35000,1,2021-09-13,,active,FTTH 15,26000,MIH - Hlaing
16223,recurring,active,person,2022-09-06,2022-11-11T00:49:41,26000,1,2021-09-06,,stopped,LK-BI-Global-100,5500,PYAY-CITY-FTTH
16224,recurring,active,person,2022-09-06,2022-11-09T07:16:04,8000,1,2021-09-06,,stopped,LK-BI-Global-100,5500,LAOKAI-FTTH
16225,recurring,active,person,2022-09-06,2022-11-09T07:16:04,8000,1,2021-09-06,,stopped,LK-BI-Global-100,5500,LAOKAI-FTTH
16226,recurring,active,person,2022-09-06,2022-11-11T00:45:57,28000,1,2021-09-06,,stopped,LK-BI-HK-100,18000,APN - Pearl 
16229,recurring,active,person,2022-09-06,2022-11-11T00:45:56,35000,1,2021-09-06,,stopped,LK-BI-HK-100,18000,APN - Shwe Ohn Pin (2)
16230,recurring,blocked,person,2022-09-06,2022-11-11T00:49:42,35000,1,2021-10-04,2022-04-30,disabled,FTTH 15,26000,PYAY-CITY-FTTH
16232,recurring,active,person,2022-09-06,2022-11-11T00:49:33,26000,1,2021-09-06,,disabled,FTTH 20,26000,PYAY-CITY-FTTH
16233,recurring,active,person,2022-09-06,2022-11-10T20:37:56,149000,1,2021-09-06,,hidden,FTTH 20,26000,MDY - APN - Mahar Aung Myay
16234,recurring,active,person,2022-09-06,2022-11-10T20:37:43,149000,1,2021-11-01,2022-05-07,hidden,FTTH 15,26000,MDY - APN - Mahar Aung Myay
16236,recurring,active,person,2022-09-07,2022-11-11T00:45:56,35000,1,2021-09-06,,hidden,FTTH 20,26000,APN - Yan Nyein
16237,recurring,active,person,2022-09-07,2022-11-09T07:15:04,5500,1,2021-09-06,,hidden,FTTH 15,26000,LAOKAI-FTTH
16238,recurring,active,person,2022-09-07,2022-11-11T00:43:27,30000,1,2021-09-06,,hidden,FTTH 20,26000,MIH - Shwe Mya Yar
16239,recurring,active,person,2022-09-07,2022-11-11T00:45:57,30000,1,2021-09-14,2022-03-06,disabled,FTTH 15,26000,APN - Park View 
16241,recurring,active,person,2022-09-07,2022-11-11T00:45:15,35000,1,2021-09-22,,active,FTTH 25,42000,APN - Parami Valley
16243,recurring,active,person,2022-09-09,2022-10-19T17:34:41,45000,1,2021-09-06,,hidden,FTTH 15,26000,APN - Diamond Inya
16249,recurring,active,person,2022-09-08,2022-11-11T00:45:57,35000,1,2021-10-16,,active,FTTH 15,26000,APN - Shwe Ohn Pin (1)
16252,recurring,active,person,2022-09-08,2022-11-11T00:49:52,26000,1,2021-09-01,,hidden,FTTH 20,26000,PYAY-CITY-FTTH
16253,recurring,active,person,2022-09-08,2022-11-11T00:49:57,26000,1,2021-09-07,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
16254,recurring,active,person,2022-09-08,2022-11-11T00:49:36,26000,1,2021-09-07,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
16255,recurring,active,person,2022-09-08,2022-11-11T00:49:37,26000,1,2021-09-01,2021-11-30,disabled,FTTH 100,119000,PYAY-CITY-FTTH
16257,recurring,active,person,2022-09-08,2022-11-09T14:33:19,119200,1,2021-09-13,,active,FTTH 15,26000,APN - Inya Myaing Residence
16258,recurring,active,person,2022-09-08,2022-11-10T22:42:03,480,1,2021-09-07,,hidden,FTTH 15,26000,DIA - Bahan
16260,recurring,active,person,2022-09-08,2022-11-11T00:42:23,35000,1,2021-09-08,,hidden,FTTH 15,26000,APN - AYCT
16261,recurring,active,person,2022-09-09,2022-11-10T16:42:45,19500,1,2021-09-08,2022-05-10,hidden,FTTH 15,26000,MDY -  APN - Asahi
16262,recurring,active,person,2022-09-09,2022-11-10T23:12:13,26000,1,2021-11-01,2021-12-31,hidden,FTTH 15,26000,PYAY-CITY-FTTH
16270,recurring,active,person,2022-09-10,2022-11-11T00:42:21,45000,1,2021-10-16,2022-06-08,hidden,FTTH 15,26000,APN - Dagonseikkan
16271,recurring,active,person,2022-09-10,2022-11-11T00:45:57,30000,1,2021-10-01,,active,FTTH 15,26000,MBT - Kanbae
16272,recurring,active,person,2022-09-10,2022-11-11T00:45:15,30000,1,2021-09-08,,stopped,LK-BI-Global-100,5500,APN - The Leaf
16276,recurring,active,person,2022-09-11,2022-11-11T00:49:32,26000,1,2021-11-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
16277,recurring,active,person,2022-09-12,2022-11-10T23:37:33,35000,1,2021-11-01,,active,FTTH 15,26000,MIH - Mingalartaungnyunt
16278,recurring,active,person,2022-09-12,2022-11-10T17:35:11,26000,1,2021-09-14,2021-09-30,disabled,FTTH 20,26000,MDY - APN - Chan Mya Thar Si
16279,recurring,disabled,person,2022-09-12,,0,1,2021-10-16,,active,FTTH 15,26000,APN - Golden City
16280,recurring,active,person,2022-09-12,2022-11-11T00:45:57,30000,1,2021-09-17,,active,FTTH 15,26000,APN - Skysuites
16282,recurring,blocked,person,2022-09-12,2022-11-11T00:49:42,26000,1,2021-09-01,2022-06-30,disabled,FTTH 20,26000,PYAY-CITY-FTTH
16285,recurring,active,person,2022-09-12,2022-11-10T23:22:00,26000,1,2021-09-08,,hidden,FTTH 15,26000,MDY - APN - Pyi Gyi Ta Gon
16286,recurring,active,person,2022-09-13,2022-10-28T05:11:05,35000,1,2021-09-09,2021-09-30,disabled,FTTH 25,42000,MIH - Botataung
16287,recurring,active,person,2022-09-12,2022-11-11T00:43:30,30000,1,2021-09-14,,hidden,FTTH 15,26000,MIH - Time Square
16288,recurring,active,person,2022-09-12,2022-11-10T16:27:03,26000,1,2021-10-01,,active,FTTH 15,26000,MDY - APN - Chan Mya Thar Si
16293,recurring,active,person,2022-09-12,2022-11-11T00:45:57,35000,1,2021-10-01,,active,FTTH 20,26000,APN - Pearl 
16294,recurring,active,person,2022-09-13,2022-11-10T15:20:24,26000,1,2021-10-01,2022-05-31,disabled,FTTH 100,119000,MDY - APN - Chan Mya Thar Si
16295,recurring,active,person,2022-09-13,2022-11-10T17:38:16,26000,1,2021-11-01,,active,FTTH 15,26000,MDY - APN - Chan Mya Thar Si
16296,recurring,active,person,2022-09-13,2022-11-10T17:26:54,19500,1,2021-11-01,,active,FTTH 15,26000,MDY - APN - Pyi Gyi Ta Gon
16297,recurring,blocked,person,2022-09-13,2022-11-11T00:43:30,35000,1,2021-09-01,2022-01-31,disabled,FTTH 20,26000,MIH - Kamayut
16298,recurring,blocked,person,2022-09-13,2022-11-10T08:56:36,35000,1,2021-11-01,,active,FTTH 15,26000,MIH - Mayangone
16299,recurring,active,person,2022-09-13,2022-11-11T00:45:57,30000,1,2021-09-16,,active,FTTH 15,26000,MBT - Kanbae
16300,recurring,active,person,2022-09-13,2022-11-11T00:49:48,26000,1,2021-11-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
16301,recurring,blocked,person,2022-09-13,2022-11-11T00:49:52,26000,1,2021-11-01,2022-01-31,disabled,FTTH 15,26000,PYAY-CITY-FTTH
16302,recurring,blocked,person,2022-09-13,2022-11-11T00:49:40,26000,1,2021-11-01,2022-01-31,disabled,FTTH 15,26000,PYAY-CITY-FTTH
16303,recurring,blocked,person,2022-09-13,2022-11-11T00:49:37,26000,1,2021-10-02,2022-01-01,disabled,LK-BI-Global-100,5500,PYAY-CITY-FTTH
16304,recurring,active,person,2022-09-13,2022-11-10T15:27:43,35000,1,2021-11-01,,active,FTTH 15,26000,MDY - APN - Aung Myay Thar San
16305,recurring,active,person,2022-09-13,2022-11-11T00:45:57,38571.4285,1,2021-11-01,2022-07-31,disabled,FTTH 15,26000,MBT - Kanbae
16306,recurring,active,person,2022-09-13,2022-11-10T16:42:44,111750,1,2021-11-01,,active,FTTH 15,26000,MDY -  APN - Asahi
16307,recurring,active,person,2022-09-13,2022-11-11T00:43:29,30000,1,2021-09-18,2022-02-28,disabled,FTTH 15,26000,MIH - Mayangone
16308,recurring,active,person,2022-09-14,2022-11-11T00:42:23,35000,1,2021-09-15,2021-09-30,disabled,FTTH 20,26000,APN - AYCT
16313,recurring,active,person,2022-09-13,2022-11-10T20:31:37,26000,1,2021-09-19,2021-09-30,disabled,FTTH 20,26000,MDY - APN - Aung Myay Thar San
16317,recurring,active,person,2022-09-14,2022-11-10T08:01:55,26000,1,2021-09-09,,stopped,LK-BI-Global-200,8000,MDY - APN - Chan Mya Thar Si
16320,recurring,active,person,2022-09-14,2022-11-11T00:49:37,26000,1,2021-09-09,,stopped,LK-BI-Global-200,8000,PYAY-CITY-FTTH
16322,recurring,active,person,2022-09-16,2022-11-11T00:45:14,35000,1,2021-09-15,,hidden,FTTH 15,26000,APN - Hlaing
16323,recurring,disabled,person,2022-09-16,,0,1,2021-11-01,,active,FTTH 15,26000,MBT - Kanbae
16324,recurring,active,person,2022-09-15,2022-11-11T00:49:41,109000,1,2021-09-09,,stopped,LK-BI-Global-100,5500,PYAY-CITY-FTTH
16325,recurring,active,person,2022-09-15,2022-11-11T00:45:15,45000,1,2021-09-14,2021-12-07,disabled,FTTH 15,26000,APN - Bayint Naung
16327,recurring,active,person,2022-09-15,2022-11-11T00:45:57,35000,1,2021-08-01,2022-02-28,disabled,FTTH 20,26000,APN - Skysuites
16328,recurring,active,person,2022-09-15,2022-11-11T00:45:56,30000,1,2021-11-01,,hidden,FTTH 15,26000,MBT - Kanbae
16329,recurring,blocked,person,2022-09-15,2022-11-11T00:49:41,26000,1,2021-11-01,2021-12-31,disabled,FTTH 15,26000,PYAY-CITY-FTTH
16330,recurring,active,person,2022-09-15,2022-11-11T00:45:56,55000,1,2021-11-01,,active,FTTH 15,26000,APN - Shwe Ohn Pin (2)
16331,recurring,active,person,2022-09-15,2022-11-11T00:42:25,35000,1,2021-11-01,2021-11-30,disabled,FTTH 15,26000,Uni - Yankin
16332,recurring,active,person,2022-09-15,2022-11-10T17:46:03,19500,1,2021-09-15,,active,FTTH 15,26000,MDY - APN - Mahar Aung Myay
16333,recurring,active,person,2022-09-15,2022-11-10T22:48:14,35000,1,2021-10-01,,active,FTTH 25,42000,MDY - APN - Chan Mya Thar Si
16335,recurring,active,person,2022-09-16,2022-11-09T17:33:52,26000,1,2021-09-10,,hidden,FTTH 20,26000,MDY - APN - Mahar Aung Myay
16336,recurring,active,person,2022-09-16,2022-11-10T21:53:28,26000,1,2021-11-01,2021-12-31,disabled,FTTH 15,26000,PYAY-CITY-FTTH
16337,recurring,active,person,2022-09-16,2022-11-11T00:45:56,47142.8571,1,2021-11-01,2022-06-30,hidden,FTTH 20,26000,APN - Inya Myaing Residence
16340,recurring,active,person,2022-09-17,2022-11-11T00:49:57,26000,1,2021-11-01,2022-04-30,hidden,FTTH 15,26000,PYAY-CITY-FTTH
16341,recurring,disabled,person,2022-09-17,2022-09-25T16:17:57,0,1,2021-11-01,2021-11-30,disabled,FTTH 15,26000,MDY -  APN - Asahi
16342,recurring,active,person,2022-09-17,2022-11-11T00:49:52,26000,1,2021-10-14,,active,FTTH 15,26000,PYAY-CITY-FTTH
16344,recurring,active,person,2022-09-17,2022-11-11T00:49:35,26000,1,2021-09-10,,disabled,FTTH 20,26000,PYAY-CITY-FTTH
16345,recurring,active,person,2022-09-17,2022-11-09T07:14:03,5500,1,2021-11-01,,hidden,FTTH 15,26000,YGN-DIA
16348,recurring,active,person,2022-09-18,2022-11-09T07:13:04,5500,1,2021-10-01,2022-03-14,disabled,FTTH 20,26000,LAOKAI-FTTH
16349,recurring,active,person,2022-09-18,2022-11-09T07:15:04,3250,1,2021-10-16,,active,FTTH 15,26000,LAOKAI-FTTH
